867629,,,5,,5,,5,,,,3,4,5,,,,,,,,,,,,,,,,,3,,5,2,5,,,,,,,,,,,,,,,,,,,4,3,,,4,,,2,,,,,,,,,,,1,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,5,,,,2
185496,,2,,5,3,4,,,,5,,,3,,3,,3,,,,,,,,,,,3,,,4,,,,,,,,,,5,,,,,3,,5,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,5,,,,,,,,,,,4,,,,,,,,5
824216,5,5,4,5,4,4,3,,5,4,,4,5,,,,5,,4,4,,,5,3,4,5,,3,4,,,4,,,,3,,,,5,2,2,3,,3,5,,2,4,,4,,,,4,,,,,2,,,,3,5,,4,,,4,3,,3,,,3,,4,,,4,,,5,,,,2,5,,,,,4,,,,3,5,,,4,4
5587874,5,5,,5,3,5,,,4,5,1,,,,,,,,5,5,5,5,,4,,,,,3,1,5,,1,,,,,5,,5,,,,1,4,5,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,5,,2,
6114416,5,,,,4,,,,,3,,,,,,,,,5,,,,,5,,4,,,,,3,,1,,,,,,,4,4,,,,,4,,,,,,,,,,,,5,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,
764711,,,,,,,,,,,,4,,,,,,4,,,,,,,4,4,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,2,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,
934928,5,,,5,,4,2,5,1,,3,2,,,,,,3,4,4,3,,4,,4,,4,,,,5,,,,4,,,,5,,4,5,,,,,,,,,,3,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,1,,4,5,,,,4,4,,,2,,,,,,
639407,,,,,,,,,,,,,,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455892,,,,,2,,,,,5,,,3,,,4,4,,,,,,,3,,4,,,4,,5,,2,,,5,,,5,,,,,,3,,,,5,2,5,,,,5,,,,3,3,,3,,,,,,,,,2,,,,,2,,4,,,,,,,,,,,,,,,4,,,,,,5,,,4,
6536286,4,5,5,,5,5,5,,2,5,,4,5,,,,5,,,,,,,,,4,,,,,,5,3,,,,,,,,,,,,5,,3,,,4,,,,4,,2,,,,3,,,,,,,,4,,,3,,,,,1,,,5,,,,,,,,,,,,,,,,2,,,,,,,,
133483,4,,,,,4,,,,,,,,4,,5,4,2,,,,,,,,,,,,,,,2,,,,,4,,2,,,,,,2,,,,5,,,,,,5,,4,,,5,,4,4,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
1232712,,5,,,,4,,,,,,,,,,4,,4,3,3,,,,,,,4,,,,4,,,,,,,,,,,,,,,4,5,,2,,,,,,,,,3,,,,,,4,,,4,,,2,,,,,,,,,,,,,,5,,4,,,,,4,,,,,5,,,,,4,,3
16587936,5,4,4,,,3,4,,4,3,3,4,,3,,,,3,4,4,5,3,3,3,,,4,4,,,,2,,,4,,,5,,,3,,,,,,5,1,5,,,,4,,,3,,,5,,,5,,,,,,,4,,,4,,,4,,3,,,,,,,,,,3,,,,,,,,3,,,,,,,2,
20408288,,,4,,4,5,4,,2,,,4,3,,,,5,,,,,,3,,,,,,,,,1,,5,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,4,,,,,,,,5
942982,5,2,,,4,4,,,,,,,4,,,,4,,,,5,,,,,1,,,,,3,,,,,,,,,,,3,4,,,3,,,,,,,,,,,4,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
5799885,5,,,,5,,,,,,5,,5,4,,5,5,5,5,,5,5,,,5,,,,,5,,,5,4,,5,,3,,4,,,5,5,,,3,,,5,,5,,,,,5,,,4,,,,4,,,,,,,4,,3,5,,5,4,,,,,,4,,5,,,5,,,5,,,,,,,,,5,,,
